Time	Sum	Command
9	40	-> if not set -q __fish_git_prompt_showupstream...
11	11	--> not set -q __fish_git_prompt_showupstream
20	20	--> set -g __fish_git_prompt_showupstream "informative"
8	36	-> if not set -q __fish_git_prompt_char_upstream_ahead...
10	10	--> not set -q __fish_git_prompt_char_upstream_ahead
18	18	--> set -g __fish_git_prompt_char_upstream_ahead "↑"
8	35	-> if not set -q __fish_git_prompt_char_upstream_behind...
10	10	--> not set -q __fish_git_prompt_char_upstream_behind
17	17	--> set -g __fish_git_prompt_char_upstream_behind "↓"
8	36	-> if not set -q __fish_git_prompt_char_upstream_prefix...
11	11	--> not set -q __fish_git_prompt_char_upstream_prefix
17	17	--> set -g __fish_git_prompt_char_upstream_prefix ""
8	35	-> if not set -q __fish_git_prompt_char_stagedstate...
10	10	--> not set -q __fish_git_prompt_char_stagedstate
17	17	--> set -g __fish_git_prompt_char_stagedstate "●"
9	34	-> if not set -q __fish_git_prompt_char_dirtystate...
9	9	--> not set -q __fish_git_prompt_char_dirtystate
16	16	--> set -g __fish_git_prompt_char_dirtystate "✚"
8	40	-> if not set -q __fish_git_prompt_char_untrackedfiles...
15	15	--> not set -q __fish_git_prompt_char_untrackedfiles
17	17	--> set -g __fish_git_prompt_char_untrackedfiles "…"
8	34	-> if not set -q __fish_git_prompt_char_conflictedstate...
10	10	--> not set -q __fish_git_prompt_char_conflictedstate
16	16	--> set -g __fish_git_prompt_char_conflictedstate "✖"
7	34	-> if not set -q __fish_git_prompt_char_cleanstate...
11	11	--> not set -q __fish_git_prompt_char_cleanstate
16	16	--> set -g __fish_git_prompt_char_cleanstate "✔"
7	33	-> if not set -q __fish_git_prompt_color_dirtystate...
10	10	--> not set -q __fish_git_prompt_color_dirtystate
16	16	--> set -g __fish_git_prompt_color_dirtystate blue
7	38	-> if not set -q __fish_git_prompt_color_stagedstate...
14	14	--> not set -q __fish_git_prompt_color_stagedstate
17	17	--> set -g __fish_git_prompt_color_stagedstate yellow
6	33	-> if not set -q __fish_git_prompt_color_invalidstate...
11	11	--> not set -q __fish_git_prompt_color_invalidstate
16	16	--> set -g __fish_git_prompt_color_invalidstate red
8	41	-> if not set -q __fish_git_prompt_color_untrackedfiles...
9	9	--> not set -q __fish_git_prompt_color_untrackedfiles
24	24	--> set -g __fish_git_prompt_color_untrackedfiles $fish_color_normal
7	39	-> if not set -q __fish_git_prompt_color_cleanstate...
14	14	--> not set -q __fish_git_prompt_color_cleanstate
18	18	--> set -g __fish_git_prompt_color_cleanstate green --bold
8	125	-> if not set -q __fish_prompt_normal...
10	10	--> not set -q __fish_prompt_normal
57	107	--> set -g __fish_prompt_normal (set_color normal)
50	50	---> set_color normal
16	16	-> set -l color_cwd
15	15	-> set -l prefix
14	14	-> set -l suffix
24	63	-> switch "$USER"...
22	22	--> set color_cwd $fish_color_cwd
17	17	--> set suffix '$'
20	20	-> set_color $color_cwd
48	1286	-> echo -n (prompt_pwd)
209	1238	--> prompt_pwd
663	681	---> source /usr/local/Cellar/fish/2.7.1/share/fish/functions/prompt_pwd.fish
18	18	----> function prompt_pwd --description "Print the current working directory, shortened to fit the prompt"...
26	26	---> set -l options 'h/help'
35	35	---> argparse -n prompt_pwd --max-args=0 $options -- $argv
8	20	---> if set -q _flag_help...
12	12	----> set -q _flag_help
11	11	---> set -q fish_prompt_pwd_dir_length
19	19	---> or set -l fish_prompt_pwd_dir_length 1
46	46	---> set realhome ~
65	115	---> set -l tmp (string replace -r '^'"$realhome"'($|/)' '~$1' $PWD)
50	50	----> string replace -r '^'"$realhome"'($|/)' '~$1' $PWD
12	76	---> if [ $fish_prompt_pwd_dir_length -eq 0 ]...
19	19	----> [ $fish_prompt_pwd_dir_length -eq 0 ]
45	45	----> string replace -ar '(\.?[^/]{'"$fish_prompt_pwd_dir_length"'})[^/]*/' '$1/' $tmp
19	19	-> set_color normal
53	37884	-> printf '%s ' (__fish_vcs_prompt)
144	37831	--> __fish_vcs_prompt
517	535	---> source /usr/local/Cellar/fish/2.7.1/share/fish/functions/__fish_vcs_prompt.fish
18	18	----> function __fish_vcs_prompt --description "Print the prompts for all available vcsen"...
511	12900	---> __fish_git_prompt
6609	9321	----> source /usr/local/Cellar/fish/2.7.1/share/fish/functions/__fish_git_prompt.fish
114	114	-----> function __fish_git_prompt_show_upstream --description "Helper function for __fish_git_prompt"...
59	59	-----> function __fish_git_prompt --description "Prompt function for Git"...
30	30	-----> function __fish_git_prompt_staged --description "__fish_git_prompt helper, tells whether or not the current branch has staged files"...
26	26	-----> function __fish_git_prompt_dirty --description "__fish_git_prompt helper, tells whether or not the current branch has tracked, modified files"...
83	83	-----> set -g ___fish_git_prompt_status_order stagedstate invalidstate dirtystate untrackedfiles
8	8	-----> function __fish_git_prompt_informative_status...
25	25	-----> function __fish_git_prompt_operation_branch_bare --description "__fish_git_prompt helper, returns the current Git operation and branch"...
8	8	-----> function __fish_git_prompt_set_char...
17	17	-----> function __fish_git_prompt_validate_chars --description "__fish_git_prompt helper, checks char variables"...
6	6	-----> function __fish_git_prompt_set_color...
12	12	-----> function __fish_git_prompt_validate_colors --description "__fish_git_prompt helper, checks color variables"...
29	29	-----> set -l varargs
47	345	-----> for var in repaint describe_style show_informative_status showdirtystate showstashstate showuntrackedfiles showupstream...
41	41	------> set varargs $varargs --on-variable __fish_git_prompt_$var
31	31	------> set varargs $varargs --on-variable __fish_git_prompt_$var
34	34	------> set varargs $varargs --on-variable __fish_git_prompt_$var
43	43	------> set varargs $varargs --on-variable __fish_git_prompt_$var
45	45	------> set varargs $varargs --on-variable __fish_git_prompt_$var
50	50	------> set varargs $varargs --on-variable __fish_git_prompt_$var
54	54	------> set varargs $varargs --on-variable __fish_git_prompt_$var
58	58	-----> function __fish_git_prompt_repaint $varargs --description "Event handler, repaints prompt when functionality changes"...
15	15	-----> set -l varargs
90	919	-----> for var in '' _prefix _suffix _bare _merging _cleanstate _invalidstate _upstream _flags _branch _dirtystate _stagedstate _branch_detached _stashstate _untrackedfiles...
21	21	------> set varargs $varargs --on-variable __fish_git_prompt_color$var
27	27	------> set varargs $varargs --on-variable __fish_git_prompt_color$var
32	32	------> set varargs $varargs --on-variable __fish_git_prompt_color$var
37	37	------> set varargs $varargs --on-variable __fish_git_prompt_color$var
40	40	------> set varargs $varargs --on-variable __fish_git_prompt_color$var
51	51	------> set varargs $varargs --on-variable __fish_git_prompt_color$var
50	50	------> set varargs $varargs --on-variable __fish_git_prompt_color$var
55	55	------> set varargs $varargs --on-variable __fish_git_prompt_color$var
58	58	------> set varargs $varargs --on-variable __fish_git_prompt_color$var
66	66	------> set varargs $varargs --on-variable __fish_git_prompt_color$var
75	75	------> set varargs $varargs --on-variable __fish_git_prompt_color$var
74	74	------> set varargs $varargs --on-variable __fish_git_prompt_color$var
77	77	------> set varargs $varargs --on-variable __fish_git_prompt_color$var
81	81	------> set varargs $varargs --on-variable __fish_git_prompt_color$var
85	85	------> set varargs $varargs --on-variable __fish_git_prompt_color$var
84	84	-----> set varargs $varargs --on-variable __fish_git_prompt_showcolorhints
106	106	-----> function __fish_git_prompt_repaint_color $varargs --description "Event handler, repaints prompt when any color changes"...
15	15	-----> set -l varargs
74	664	-----> for var in cleanstate dirtystate invalidstate stagedstate stashstate stateseparator untrackedfiles upstream_ahead upstream_behind upstream_diverged upstream_equal upstream_prefix...
22	22	------> set varargs $varargs --on-variable __fish_git_prompt_char_$var
28	28	------> set varargs $varargs --on-variable __fish_git_prompt_char_$var
33	33	------> set varargs $varargs --on-variable __fish_git_prompt_char_$var
38	38	------> set varargs $varargs --on-variable __fish_git_prompt_char_$var
42	42	------> set varargs $varargs --on-variable __fish_git_prompt_char_$var
48	48	------> set varargs $varargs --on-variable __fish_git_prompt_char_$var
51	51	------> set varargs $varargs --on-variable __fish_git_prompt_char_$var
55	55	------> set varargs $varargs --on-variable __fish_git_prompt_char_$var
59	59	------> set varargs $varargs --on-variable __fish_git_prompt_char_$var
67	67	------> set varargs $varargs --on-variable __fish_git_prompt_char_$var
72	72	------> set varargs $varargs --on-variable __fish_git_prompt_char_$var
75	75	------> set varargs $varargs --on-variable __fish_git_prompt_char_$var
89	89	-----> function __fish_git_prompt_repaint_char $varargs --description "Event handler, repaints prompt when any char changes"...
9	90	----> if not command -sq git...
81	81	-----> not command -sq git
81	2950	----> set -l repo_info (command git rev-parse --git-dir --is-inside-git-dir --is-bare-repository --is-inside-work-tree HEAD ^/dev/null)
2869	2869	-----> command git rev-parse --git-dir --is-inside-git-dir --is-bare-repository --is-inside-work-tree HEAD ^/dev/null
21	21	----> test -n "$repo_info"
7	7	----> or return
397	1585	---> __fish_hg_prompt
821	1122	----> source /usr/local/Cellar/fish/2.7.1/share/fish/functions/__fish_hg_prompt.fish
25	25	-----> set -g fish_color_hg_clean green
18	18	-----> set -g fish_color_hg_modified yellow
16	16	-----> set -g fish_color_hg_dirty red
15	15	-----> set -g fish_color_hg_added green
15	15	-----> set -g fish_color_hg_renamed magenta
16	16	-----> set -g fish_color_hg_copied magenta
13	13	-----> set -g fish_color_hg_deleted red
14	14	-----> set -g fish_color_hg_untracked yellow
14	14	-----> set -g fish_color_hg_unmerged red
18	18	-----> set -g fish_prompt_hg_status_added '✚'
16	16	-----> set -g fish_prompt_hg_status_modified '*'
15	15	-----> set -g fish_prompt_hg_status_copied '⇒'
18	18	-----> set -g fish_prompt_hg_status_deleted '✖'
16	16	-----> set -g fish_prompt_hg_status_untracked '?'
31	31	-----> set -g fish_prompt_hg_status_unmerged '!'
21	21	-----> set -g fish_prompt_hg_status_order added modified copied deleted untracked unmerged
20	20	-----> function __fish_hg_prompt --description 'Write out the hg prompt'...
10	66	----> if not command -sq hg...
48	48	-----> not command -sq hg
8	8	-----> return 1
235	22667	---> __fish_svn_prompt
1456	2166	----> source /usr/local/Cellar/fish/2.7.1/share/fish/functions/__fish_svn_prompt.fish
29	29	-----> set -g __fish_svn_prompt_color_revision yellow
22	22	-----> set -g __fish_svn_prompt_char_separator "|"
19	19	-----> set -g __fish_svn_prompt_char_added_display 'A'
18	18	-----> set -g __fish_svn_prompt_char_added_color green
19	19	-----> set -g __fish_svn_prompt_char_conflicted_display 'C'
20	20	-----> set -g __fish_svn_prompt_char_conflicted_color --underline magenta
18	18	-----> set -g __fish_svn_prompt_char_deleted_display 'D'
17	17	-----> set -g __fish_svn_prompt_char_deleted_color red
17	17	-----> set -g __fish_svn_prompt_char_ignored_display 'I'
19	19	-----> set -g __fish_svn_prompt_char_ignored_color --bold yellow
17	17	-----> set -g __fish_svn_prompt_char_modified_display 'M'
17	17	-----> set -g __fish_svn_prompt_char_modified_color blue
17	17	-----> set -g __fish_svn_prompt_char_replaced_display 'R'
16	16	-----> set -g __fish_svn_prompt_char_replaced_color cyan
17	17	-----> set -g __fish_svn_prompt_char_unversioned_external_display 'X'
19	19	-----> set -g __fish_svn_prompt_char_unversioned_external_color --underline cyan
18	18	-----> set -g __fish_svn_prompt_char_unversioned_display '?'
17	17	-----> set -g __fish_svn_prompt_char_unversioned_color purple
17	17	-----> set -g __fish_svn_prompt_char_missing_display '!'
17	17	-----> set -g __fish_svn_prompt_char_missing_color yellow
17	17	-----> set -g __fish_svn_prompt_char_versioned_obstructed_display '~'
17	17	-----> set -g __fish_svn_prompt_char_versioned_obstructed_color magenta
17	17	-----> set -g __fish_svn_prompt_char_locked_display 'L'
18	18	-----> set -g __fish_svn_prompt_char_locked_color --bold red
17	17	-----> set -g __fish_svn_prompt_char_scheduled_display '+'
25	25	-----> set -g __fish_svn_prompt_char_scheduled_color --bold green
17	17	-----> set -g __fish_svn_prompt_char_switched_display 'S'
19	19	-----> set -g __fish_svn_prompt_char_switched_color --bold blue
17	17	-----> set -g __fish_svn_prompt_char_token_present_display 'K'
18	18	-----> set -g __fish_svn_prompt_char_token_present_color --bold cyan
18	18	-----> set -g __fish_svn_prompt_char_token_other_display 'O'
19	19	-----> set -g __fish_svn_prompt_char_token_other_color --underline purple
21	21	-----> set -g __fish_svn_prompt_char_token_stolen_display 'T'
19	19	-----> set -g __fish_svn_prompt_char_token_stolen_color --bold purple
17	17	-----> set -g __fish_svn_prompt_char_token_broken_display 'B'
19	19	-----> set -g __fish_svn_prompt_char_token_broken_color --bold magenta
27	27	-----> function __fish_svn_prompt_parse_status --argument flag_status_string --description "helper function that does pretty formatting on svn status"...
18	18	-----> function __fish_svn_prompt --description "Prompt function for svn"...
9	70	----> if not command -sq svn...
61	61	-----> not command -sq svn
130	20152	----> set -l checkout_info (command svn info ^/dev/null)
20022	20022	-----> command svn info ^/dev/null
12	44	----> if [ $status -ne 0 ]...
26	26	-----> [ $status -ne 0 ]
6	6	-----> return
8	23	-> if not test $last_status -eq 0...
15	15	--> not test $last_status -eq 0
14	14	-> echo -n "$suffix "
19	19	-> set_color normal
21	21	> echo $_ " "
28	64	> __fish_pwd
36	36	-> pwd
50	208	> fish_mode_prompt
100	158	-> fish_default_mode_prompt
10	58	--> if test "$fish_key_bindings" = "fish_vi_key_bindings"...
28	28	---> test "$fish_key_bindings" = "fish_vi_key_bindings"
20	20	---> or test "$fish_key_bindings" = "fish_hybrid_key_bindings"
399	26881	> fish_prompt
23	23	-> set -l last_status $status
7	18	-> if not set -q __fish_git_prompt_show_informative_status...
11	11	--> not set -q __fish_git_prompt_show_informative_status
5	15	-> if not set -q __fish_git_prompt_hide_untrackedfiles...
10	10	--> not set -q __fish_git_prompt_hide_untrackedfiles
6	15	-> if not set -q __fish_git_prompt_color_branch...
9	9	--> not set -q __fish_git_prompt_color_branch
6	15	-> if not set -q __fish_git_prompt_showupstream...
9	9	--> not set -q __fish_git_prompt_showupstream
6	14	-> if not set -q __fish_git_prompt_char_upstream_ahead...
8	8	--> not set -q __fish_git_prompt_char_upstream_ahead
5	18	-> if not set -q __fish_git_prompt_char_upstream_behind...
13	13	--> not set -q __fish_git_prompt_char_upstream_behind
5	14	-> if not set -q __fish_git_prompt_char_upstream_prefix...
9	9	--> not set -q __fish_git_prompt_char_upstream_prefix
6	14	-> if not set -q __fish_git_prompt_char_stagedstate...
8	8	--> not set -q __fish_git_prompt_char_stagedstate
5	14	-> if not set -q __fish_git_prompt_char_dirtystate...
9	9	--> not set -q __fish_git_prompt_char_dirtystate
6	14	-> if not set -q __fish_git_prompt_char_untrackedfiles...
8	8	--> not set -q __fish_git_prompt_char_untrackedfiles
5	14	-> if not set -q __fish_git_prompt_char_conflictedstate...
9	9	--> not set -q __fish_git_prompt_char_conflictedstate
6	14	-> if not set -q __fish_git_prompt_char_cleanstate...
8	8	--> not set -q __fish_git_prompt_char_cleanstate
5	17	-> if not set -q __fish_git_prompt_color_dirtystate...
12	12	--> not set -q __fish_git_prompt_color_dirtystate
5	13	-> if not set -q __fish_git_prompt_color_stagedstate...
8	8	--> not set -q __fish_git_prompt_color_stagedstate
6	14	-> if not set -q __fish_git_prompt_color_invalidstate...
8	8	--> not set -q __fish_git_prompt_color_invalidstate
5	14	-> if not set -q __fish_git_prompt_color_untrackedfiles...
9	9	--> not set -q __fish_git_prompt_color_untrackedfiles
5	13	-> if not set -q __fish_git_prompt_color_cleanstate...
8	8	--> not set -q __fish_git_prompt_color_cleanstate
5	13	-> if not set -q __fish_prompt_normal...
8	8	--> not set -q __fish_prompt_normal
14	14	-> set -l color_cwd
13	13	-> set -l prefix
12	12	-> set -l suffix
17	55	-> switch "$USER"...
23	23	--> set color_cwd $fish_color_cwd
15	15	--> set suffix '$'
19	19	-> set_color $color_cwd
